Candidato,VideoID,Comentario,FechaHora												
												
"Ahí está Bolivia precisamente del ejemplo que suelen poner, años después de las renegociaciones impulsadas por Morales, y cuyos efectos han sido la total pérdida de incentivos para realizar nuevas exploraciones por el recorte de utilidades a los inversionistas, ofreciendo ahora todas las condiciones e incentivos para atraer nuevamente inversionistas, viéndose obligados a """"competir por nuevos capitales en un contexto global que está en transición energética y con menos empresas dispuestas a invertir en hidrocarburos"""", y mientras tanto en nuestro país, el inepto primer ministro, auspiciado por su amo Cerrón, y secundado por sus hordas de ayayeros como Mendoza, haciendo precisamente lo opuesto, en perjuicio de nuestro país. Irónico ¿no?"",2021-09-28T21:51:53Z"												
"Verónika Mendoza,40oocsATsGE,""Nacionalizar es el proceso por el cual el Estado se hace propietario de la empresa y la materia prima, yacimiento o gas que explota, sin ninguna reparación o indemnización. En cambio, expropiar es la manera legal de volverse propietario del bien pagando una indemnización o justiprecio. Suena bonito en boca de un populista y más bonito de boca de un comunista. Pero la realidad dista mucho de las mentiras con que estos izquierdistas de pacotilla suelen conducirse. Ladrones y mentirosos."",2021-09-28T21:46:07Z"												
Verónika Mendoza,40oocsATsGE,por eso jamás ganará esta mujer,2021-09-28T21:43:27Z												
"Verónika Mendoza,40oocsATsGE,""Y está quien es?? Ganó las elecciones.??: Que vergüenza ese castiburro no puede ni hablar, pésimo que feo sigue quedando. VACANCIA YAAAA"",2021-09-28T21:43:24Z"												
"Verónika Mendoza,40oocsATsGE,""Todos los comunistas son tan ignorantes, que hablan webaas sin pies ni cabeza"												
"BURROS DE ??????????"",2021-09-28T21:43:10Z"												
"Verónika Mendoza,40oocsATsGE,""De no se cayo se desplomo"												
"Quitarle a alguien su propiedad privada es expropiar.....no dicen nada como se va a asumir la indemnizacion a pluspetrol y la fuga de inversiones q va a traer eso"",2021-09-28T21:42:22Z"												
Verónika Mendoza,40oocsATsGE,Está más loca está tuca,2021-09-28T21:41:22Z												
"Verónika Mendoza,40oocsATsGE,""No nos vengan con wevadas, nacionalización es igual que expropiación, el gas natural está al alcance de la población nacional, ahora que la gente confíe más en el galón de gas es distinto"",2021-09-28T21:39:41Z"												
"Verónika Mendoza,40oocsATsGE,""""""Nacionalizar no es expropiar"""""												
"Eso dile a Bolivia y a Venezuela"",2021-09-28T21:35:35Z"												
Verónika Mendoza,40oocsATsGE,Seccion de  trolls fujimoristas ¡¡¡ vivan las organizaciones criminales ¡¡¡,2021-09-28T21:29:55Z												
Verónika Mendoza,40oocsATsGE,Que alguien le explique a esta brutaa,2021-09-28T21:28:28Z												
Verónika Mendoza,40oocsATsGE,Veronica van arruinar al peru,2021-09-28T21:24:40Z												
"Verónika Mendoza,40oocsATsGE,""Que van a decir expropiacion, si ese termino ya esta manoseado, para pasar caleta dice que va a nacionalizar "	" es la misma cosa"",2021-09-28T21:24:18Z"											
Verónika Mendoza,40oocsATsGE,?????????? alguien le sigue creyendo a esta ? ??????,2021-09-28T21:24:07Z												
Verónika Mendoza,40oocsATsGE,Pobre Verónica no sabe como figurar,2021-09-28T21:19:22Z												
"Verónika Mendoza,40oocsATsGE,""Es una lunatica lo que quieren es subir impuestos igual mas informalidad y nacionalizar el gas, ESTAN ACTUANDO A LO BESTIA, A LO ANIMAL, acaso ¿Quieren destruir la ecónomia del pais?."												
"Urgente vacancia..........no tienen norte quieren hacer locuras."",2021-09-28T21:18:28Z"												
Verónika Mendoza,40oocsATsGE,Cuando suba el Dólar ya saben a quien agradecer,2021-09-28T21:12:09Z												
"Verónika Mendoza,40oocsATsGE,""NO HAY NADA DE POPULISMO ES PRIORITARIO, PORQUE EXISTE UN SAQUEO DE NUESTROS RECURSOS Y NOSOTROS TENEMOS QUE PAGAR EL GLP MAS CARO DEL SUDAMERICA. ESTAS EMPRESAS EVADEN IMPUESTOS, CONTRATAN PERSONAL TECNICO DE OTROS PAISES, EXPLOTAN A LOS OBREROS A TRAVES DE LOS SERVICES, CONTAMINAN, ETC. SU APORTACION AL ESTADO ES INFIMA. PRENSA NO DEN OPINIONES TERGIVERSADAS, DIRECCIONADAS, CREAN CONFUCION, ETC. NO JODAN DEJENLO SOLUCIONAR LOS PROBLEMAS DEL PAIS."",2021-09-28T21:11:39Z"												
"Verónika Mendoza,40oocsATsGE,""""""No es Plagio, es Copia"""". Estos Socialistas, cuando entenderán que sus medidas NO FUNCIONAN."",2021-09-28T21:02:19Z"												
"Verónika Mendoza,40oocsATsGE,""Esta es la peor de los socialistas. Primero salió a joder porque las farmacias multiplicaron sus precios, oferta y demanda, esta no entiende eso, las farmacias tenían derecho a subir los precios, luego reclamaban por el oxígeno, ahora también quieren gas barato. Menos mal que tenemos una derecha fuerte y unida para defender al privado y el precio actual. En el siguiente período lo primero que debe hacer la derecha es poner fin a todo rastro de socialismo, eliminar beca18, sis, pension65. Dar leyes más fuertes para proteger a camisea, mineras contra estos socialistas que quieren mas dinero para desperdiciarlo manteniendo socialistas vagos que reciben salud, educación con nuestros impuestos"",2021-09-28T21:01:17Z"												
"Verónika Mendoza,40oocsATsGE,""No, el gas no es muy usada regularmente por los pocos ingresos y oportunidades en provincias, la privatizacion es importante para el empleo y desarrollo en el país? No a la Nacionalización? Arriba el Perú."",2021-09-28T21:00:42Z"												
Verónika Mendoza,40oocsATsGE,Qué populismo... Cómo cuzqueña tiene todo el derecho a reclamar por las cagadas de PPKUTRA y Toledo,2021-09-28T21:00:23Z												
"Verónika Mendoza,40oocsATsGE,""Estos periodistas como mal informan nacionalizar negociando los contratos a favor de ambas partes q Nadie abuse de nadie, y expropiar no se negocia se le quita su negocio ( se adueñan) y punto. Cómo hacen las munipalidades con un ambulante le quitan todo su mercadería su carrito eso es expropiar. Si al cambio."",2021-09-28T20:58:20Z"												
"Verónika Mendoza,40oocsATsGE,""El 10% de hogares que tienen ese acceso es porque tienen conexiones intradomiciliarias, subsidiadas por el gobierno, puesto que nuestro gas es mayormente metano, producimos poco GLP (propano butano), e incluso lo importamos, el metano no puede envasarse en balones, necesita ductos (gasoductos). El gasoducto sur que es para beneficio de Cuzco, Puno, Tacna, es el que se debe seguir construyendo, y allí entra el famoso caso Odebrecht"",2021-09-28T20:57:28Z"												
Verónika Mendoza,40oocsATsGE,Manotazo de ahogado de una señora que quiere su cuota de poder en el actual gobierno..seras candidata más tiempo que keiko xD,2021-09-28T20:57:05Z												
Verónika Mendoza,40oocsATsGE,ESE TRIO DE TERRUCAS...SI COMO NOOO VERO PARA CUANDO LAS AJENDAS...LA SECRE DE NANIN....,2021-09-28T20:53:59Z												
Verónika Mendoza,40oocsATsGE,Es  como decir EMBARGO  NO  ES IGUAL A  NLOQUEO  pero para los  comunistas es lo  mismo   hoy trata de chamuyar que  nacionalizacion no es igual a expropiacion    su opgetivo real quitar  robar  para las repartijas  y los targetasos,2021-09-28T20:53:50Z												
Verónika Mendoza,kQybAfl9-z8,No esta territorios,2025-06-28T20:37:05Z												
Verónika Mendoza,kQybAfl9-z8,Uñas largas esta mujer,2025-06-20T01:37:58Z												
Verónika Mendoza,kQybAfl9-z8,Estos periodistas de IZQUIERDA y CAVIARES  haciendole el juego...,2025-06-13T20:56:14Z												
Verónika Mendoza,kQybAfl9-z8,El gobierno de CASTILLO - VERONICA MENDOZA destrozo el pais...lo unico que dice es CAMBIO DE CONSTITUCION...,2025-06-13T20:55:35Z												
Verónika Mendoza,kQybAfl9-z8,La DEFENSORA DE TERRUCOS...y CONVENIDA...NUNCA DIJO NADA DE LA CORRUPCION DE CASTILLO.,2025-06-13T20:54:28Z												
Verónika Mendoza,kQybAfl9-z8,ASÍ ME DES EL POTO TE PATEÓ DESPUES DE QUE ME ORDEÑES,2025-06-10T17:00:45Z												
Verónika Mendoza,kQybAfl9-z8,Abajo fuera zurdos ??,2025-06-06T16:59:41Z												
Verónika Mendoza,kQybAfl9-z8,Estoy cansado d mantenerd a estar kgdas.....y nos sigue extorcionando...y nos siguen rogando.....y no hacen nada....los q hacen leyes,2025-06-04T06:55:54Z												
"Verónika Mendoza,kQybAfl9-z8,""A Verónica le seguira la chika , Acuña, y otros"",2025-06-04T00:41:16Z"												
Verónika Mendoza,kQybAfl9-z8,Nada q ver congresista de la izquierda....verónica no va ....,2025-06-02T01:30:38Z												
Verónika Mendoza,kQybAfl9-z8,Lo va a salar xd,2025-05-31T05:18:22Z												
Verónika Mendoza,kQybAfl9-z8,Nunca IVA ganar la roja,2025-05-31T02:45:20Z												
Verónika Mendoza,kQybAfl9-z8,Aprende Keiko,2025-05-29T17:54:46Z												
Verónika Mendoza,kQybAfl9-z8,Quizas porque ya se dio cuenta que es mas facil ser congresista y que corre menos riesgo a que la echen,2025-05-29T16:39:20Z												
"Verónika Mendoza,kQybAfl9-z8,""LA FIEL ADMIRADORA DEL MODELO ECONOMICO BOLIVIANO DE EVO."												
"QUE SE VAYA A POSTULAR AL SENADO BOLIVIANO, AQUI NO QUEREMOS EMPOBRECEDORES."",2025-05-29T14:18:25Z"												
"Verónika Mendoza,kQybAfl9-z8,""Que candidaté en Bolivia, de seguro gana y termina en más pobreza ????"",2025-05-29T12:29:09Z"												
"Verónika Mendoza,kQybAfl9-z8,""Esa mujer que viva su vida, pero lejos de la política y al gobierno que no se meta..."",2025-05-28T22:15:12Z"												
Verónika Mendoza,kQybAfl9-z8,??????,2025-05-28T15:33:54Z												
"Verónika Mendoza,kQybAfl9-z8,""Estos políticos, vagos. Primero que se ponga a trabajar como el resto de peruanos, después veré si voto por ella."",2025-05-28T12:05:35Z"												
"Verónika Mendoza,kQybAfl9-z8,""Aprende keiko, ahora pusiste al ministro de Economia, por ser el esposo de tu amiga."",2025-05-28T03:16:45Z"												
Verónika Mendoza,kQybAfl9-z8,Igual todo lo que toca lo hace mal,2025-05-27T22:58:04Z												
Verónika Mendoza,kQybAfl9-z8,Ese señor quien es???,2025-05-27T22:57:00Z												
Verónika Mendoza,kQybAfl9-z8,La garante de Ppk y castillo a cambio de ministerios para sus secuaces),2025-05-27T19:58:28Z												
"Verónika Mendoza,kQybAfl9-z8,""Claro a vivir a costa del estado, de paso saquearlo como buen comunista."",2025-05-27T19:34:14Z"												
"Verónika Mendoza,kQybAfl9-z8,""Experta en agendas presidenciales, VAGA!!!"",2025-05-27T19:31:00Z"												
Verónika Mendoza,kQybAfl9-z8,Otro Castillo ? No jod.an. Otra ves otro gobierno como este ?,2025-05-27T17:32:45Z												
Verónika Mendoza,kQybAfl9-z8,CLARO NO PS SU NUEVO CASTIBASURA ES EL RECTOR DE LA UNI OTRO ROJO MALDITO CAMUFLADO DE PUEBLO PUEBLO LAS MISMAS MENTIRAS DE SENDERO PARA ENGAÑAR COJUDOS QUE NO APRENDEN,2025-05-27T14:43:37Z												
"Verónika Mendoza,kQybAfl9-z8,""Buena decisión Verónica. "												
Que aprenda la señora K.												
"Tiene que ganar un puneño que ya demostró patriotismo y valentía."",2025-05-27T10:06:17Z"												
Verónika Mendoza,kQybAfl9-z8,Aprende keyko,2025-05-27T09:55:40Z												
Verónika Mendoza,kQybAfl9-z8,Encontraron otro Castillo,2025-05-27T09:28:50Z												
Verónika Mendoza,kQybAfl9-z8,VEronika no fue la secre de Nadine ?,2025-05-27T08:16:12Z												
"Verónika Mendoza,kQybAfl9-z8,""Terronica Mendoza, debe vivir en Cuba,  es recontra comunista, roja hasta los huesos. Enemiga del capitalismo, amiga de las dictaduras de Cuba, Nicaragua, Venezuela, Bolivia."",2025-05-27T04:08:29Z"												
Verónika Mendoza,kQybAfl9-z8,Está mujer debería estar Presa... Su letra figuraba en las Agendas de NADINE,2025-05-27T03:59:48Z												
"Verónika Mendoza,kQybAfl9-z8,""Que está haciendo? figuretismo social, le han engañado que es política, mejor que sea shef"",2025-05-27T03:53:22Z"												
Verónika Mendoza,kQybAfl9-z8,hay que ser bien caradura para postular sin haber pedido disculpas y retractarse de sus ideales con Bolivia. Engañando a tanta gente les deja que sigan engañados.,2025-05-27T03:25:44Z												
Verónika Mendoza,kQybAfl9-z8,La defensora de  evo cuba y maduro  que decia q el prru debe imitar a venezuela y cuba q ademas pidio 5  ministerios,2025-05-27T03:22:46Z												
"Verónika Mendoza,kQybAfl9-z8,""Otro castillo estos tucos aun quieren llegar y destruir el país y quedar como Bolivia un evo peruano, gente pensemos bien RLA...."",2025-05-27T02:59:13Z"												
Verónika Mendoza,uL08aB2SbsA,Esa perr....,2024-09-20T15:16:56Z												
"Verónika Mendoza,uL08aB2SbsA,""Admira a maduro y chavez, nos mataria de hambre si fuera presidenta"",2024-07-06T17:42:52Z"												
Verónika Mendoza,uL08aB2SbsA,Terronica !,2021-08-02T05:41:41Z												
"Verónika Mendoza,uL08aB2SbsA,""LA TONTA UTIL DE CERRÓN,  PORQUE CASTILLO NO PINTA NADA. Al unirse a Cerrón se esta quemando"",2021-06-05T21:52:08Z"												
Verónika Mendoza,uL08aB2SbsA,veronica es una verguenza el mas grande que hiso es apoyar a castillo que no dio sierto,2021-05-18T01:03:11Z												
"Verónika Mendoza,uL08aB2SbsA,""TERRUCA , SU PAPÁ TIENE UNA MINERIA ILEGAL !!! , CAUSA DE NADINE"",2021-04-30T13:10:50Z"												
Verónika Mendoza,uL08aB2SbsA,no te olvides publicar tambien el expediente de tu lider keiko fujimori,2021-04-17T17:39:44Z												
"Verónika Mendoza,uL08aB2SbsA,""No queremos corruptos en el Perú ..."												
"Por eso Perú esta como esta por que no votan bien por los candidatos..."",2021-04-09T01:05:55Z"												
"Verónika Mendoza,uL08aB2SbsA,""Por sacaso quien quiere votar por esta mujer por Verónica .puez quieren estar como venezuela ya que ella propone  que el estado nos mantenga ,y si hay crisis no va a ver ni trabajo ni comida ni luz en el peru que quiere q estemos pobres"",2021-04-09T01:03:59Z"												
Verónika Mendoza,uL08aB2SbsA,Cagonaso ese ollanta xD,2021-04-08T20:00:12Z												
Verónika Mendoza,uL08aB2SbsA,terronika,2021-04-05T21:05:05Z												
Verónika Mendoza,uL08aB2SbsA,Ja ja esa térruca cuando habla m hace recordar a Hugo Chávez en el año 98 lindo mi peruzuela,2021-04-04T03:27:39Z												
Verónika Mendoza,uL08aB2SbsA,??VERÓNICA FUTURA PRESIDENTA DEL PERÚ ??????,2021-04-03T20:50:06Z												
Verónika Mendoza,uL08aB2SbsA,Máquinita de billetes,2021-04-03T19:27:58Z												
Verónika Mendoza,uL08aB2SbsA,Muy cortos se quedaron sacando sus trapitos de Verónika.,2021-03-22T15:25:33Z												
Verónika Mendoza,uL08aB2SbsA,Porque no hablan del expediente Vizcarra!!!! Estos canales perdieron la credibilidad!!!! Nadie les cree,2021-03-20T03:06:29Z												
"Verónika Mendoza,uL08aB2SbsA,""Candidatos a la cual NO VOTAR"												
#¿NOMBRE?												
#¿NOMBRE?												
#¿NOMBRE?												
#¿NOMBRE?												
"-Yonhy Lescano"",2021-03-15T18:06:46Z"												
"Verónika Mendoza,uL08aB2SbsA,""Corrupto Sistema Peruano en plenitud, peruanos todos defendamos la cantidatura Rafael Lopez Aliaga, el unico cantidato del que todos los ladrones del gobierno tienen miedo, porque saben que iran presos con cadena perpetua muchos Sagasti, Vizcarra y sus ladrones en todos los puestos claves."												
Defendamos con todo a Rafael Lopez Aliaga proximo Presidente del Peru y sera sin duda el mejor Presidente de la historia del Peru...												
"????????????????????????????????????????????????????????????????"",2021-03-10T01:01:11Z"												
Verónika Mendoza,uL08aB2SbsA,No nos...representa..!!,2021-03-06T15:00:01Z												
Verónika Mendoza,uL08aB2SbsA,Hay que estar locos apra votar por una persona que no trasmite honestidad ya todos sabemos que es roja como la caperucita roja y el lobo la corrupción terrorista  chavista,2021-03-06T01:26:30Z												
Verónika Mendoza,uL08aB2SbsA,jajajajajajaja ya comenxaron frecuencia latina sugestionando al pueblojjajajaja mi voto es por veronica recien empiexa la campaña de desprestigio,2021-03-05T22:47:14Z												
"Verónika Mendoza,uL08aB2SbsA,""Solo le gusta figurar, no tiene nada en que contribuir a Peru, con amistades como los Humala ya lo dice todo. Es necesario estar unidos contra estos personajes, solo son teoria nunca han tenido o dirigido un negocio particular por eso no saben lo que enfrentar problemas basicos de un emprendedor, aquellos que dirigen sus propios negocios como confecciones textiles,restaurantes,peluquerias,vendedores ambulantes si entienden que es lidiar con problemas reales y no fantasia como estos candidatos ACOSTUMBRADOS A VIVIR DEL ESTADO COMO PARASITOS( COMO LOS CONGRESISTAS, FUNCIONARIOS PUBLICOS,ETC) es hora compatriotas de sacudirnos de ESTOS VIVIDORES PROFESIONALES acostumbrafos a vivir del estado"",2021-03-05T15:23:55Z"												
"Verónika Mendoza,uL08aB2SbsA,""Veronica Mendoza=COMUNISTA=TERRORISTA=ABIMAEL=CHAVEZ (El comunismo y chavismo son sinonimos de destruccion a una pais) No creo que la gente sea tan tonta de votar por ellos, El Peru ya vivio en carne propia lo que es el TERRORISMO y no quisieramos que eso pase otravez."",2021-03-05T01:50:15Z"												
"Verónika Mendoza,uL08aB2SbsA,""a comprar dollar mi gente, estos tiempos son nuestros!!!"",2021-03-05T00:56:55Z"												
"Verónika Mendoza,uL08aB2SbsA,""2:27 y es cierto el primer gobierno de maduro fue por elección mayoritaria pero después se volvió lo que era un dictador hay una moraleja que me gusta """"un dictador siempre encontrara pretextos para su dictadura"""" y no tengo que ver su vida de esta basura es socialista declarada ósea una basura que se vuelve rica a costa de las vidas de los demás."",2021-03-05T00:48:13Z"												
Verónika Mendoza,uL08aB2SbsA,Psicóloga?? Jaja ella dijo ayer en el búho que era antropóloga.. ayayay estos medios,2021-03-04T23:56:53Z												
Verónika Mendoza,uL08aB2SbsA,Y lo de Nadine? Que acaso son ciegos! Que horror!! Estos medios...,2021-03-04T23:56:05Z												
Verónika Mendoza,uL08aB2SbsA,Lo único que deben saber de ese partido es corrupción y comunismo.,2021-03-04T20:59:55Z												
"Verónika Mendoza,uL08aB2SbsA,""Franco-cusqueña, aquí no hay un gentilismo único. Bueno qué se puede esperar de alguien que convive con delincuentes y perteneció al Partido Nacionalista"",2021-03-04T15:55:04Z"												
Verónika Mendoza,uL08aB2SbsA,Rafael López Aliaga presidente ??,2021-03-04T15:44:57Z												
Verónika Mendoza,uL08aB2SbsA,??,2021-03-04T14:32:26Z												
"Verónika Mendoza,uL08aB2SbsA,""Si gana, adios a los soles, los que tengan ahorros en soles deberan cambiar a dolares o mejor euros,hasta baiden ya le dio a toda marcha a la maquinita de imprimir, el euro se salva por ahora, luego no digan que todo es mas caro para mi es una neo Alan ??????????????"",2021-03-04T14:02:15Z"												
Verónika Mendoza,uL08aB2SbsA,La secre de Nadin. Supermentirosa. Y no se hizo la prueba grafotecnica de la s agendas.,2021-03-04T13:49:34Z												
Verónika Mendoza,uL08aB2SbsA,????????????,2021-03-04T12:22:46Z												
"Verónika Mendoza,uL08aB2SbsA,""Terronica, la tipica Caviar, futura traidora del Peru"",2021-03-04T12:20:17Z"												
Verónika Mendoza,uL08aB2SbsA,Esta segunda solo x ser bonita el voto pajero influye mucho,2021-03-04T11:55:46Z												
Verónika Mendoza,uL08aB2SbsA,Canal basura nadie les cree,2021-03-04T11:50:39Z												
"Verónika Mendoza,uL08aB2SbsA,""Vamos Verónica,"",2021-03-04T11:50:29Z"												
Verónika Mendoza,uL08aB2SbsA,En que trabaja y cuando trabajó?,2021-03-04T10:50:31Z												
Verónika Mendoza,uL08aB2SbsA,Es de lo peor! seamos inteligente al votar. No a la corrupcion,2021-03-04T10:45:27Z												
Verónika Mendoza,uL08aB2SbsA,Jodiendo por el Peru,2021-03-04T05:05:52Z												
Verónika Mendoza,uL08aB2SbsA,qué hace libre esta terruka sirviente de Nadine,2021-03-04T04:54:37Z												
Verónika Mendoza,uL08aB2SbsA,La destrucción para el Perú,2021-03-04T04:44:59Z												
Verónika Mendoza,uL08aB2SbsA,Esa terruca roja,2021-03-04T04:37:01Z												
Verónika Mendoza,uL08aB2SbsA,Vero presidenta ????????????,2021-03-04T04:02:07Z												
Verónika Mendoza,uL08aB2SbsA,Otro cinco años perdido por toda estás basuras desde la prensa y todos los políticos peruanos,2021-03-04T03:58:10Z												
Verónika Mendoza,uL08aB2SbsA,Una vez que se ponga la prensa de acuerdo por quien votar y elegir a su benefactor digo a nuestro querido presidente,2021-03-04T03:56:43Z												
Verónika Mendoza,uL08aB2SbsA,Verónica=Venezuela,2021-03-04T03:55:08Z												
Verónika Mendoza,uL08aB2SbsA,Esta sra en qué trabajó,2021-03-04T03:37:47Z												
Verónika Mendoza,uL08aB2SbsA,Presidenta del Perú vamos Verónica,2021-03-04T03:26:41Z												
Verónika Mendoza,uL08aB2SbsA,Peru nesecita una presidente y cambiara  y será  mejor..ella debe ganar yo stoy de acuerdo..,2021-03-04T02:55:58Z												
"Verónika Mendoza,uL08aB2SbsA,""Sin duda es la candidata más sincera, sus intenciones de joder al Perú son claras, fanática de Chávez"",2021-03-04T02:46:50Z"												
Verónika Mendoza,uL08aB2SbsA,la secretaria de nadine,2021-03-04T02:41:21Z												
"Verónika Mendoza,uL08aB2SbsA,""Aliada politica de corruptos desde inicio a hoy... Humala, PPK, Santos... Peligro total esta mujer!!!"",2021-03-04T02:37:21Z"												
Verónika Mendoza,uL08aB2SbsA,No pasa nada con esa porqueria! *Su ideologia de comunista nos destruira! Otro dato: apoya y esta a favor de la dictadura de maduro. Quiere cambiar la constitución para que pongan leyes comunista y no tengamos derecho a nada como es en Venezuela. Habrán bien sus ojos y piensen bien antes de botar amigos.*,2021-03-04T02:36:30Z												
"Verónika Mendoza,uL08aB2SbsA,""Vamos Verónica, tienes  mi voto."",2021-03-04T02:30:19Z"												
"Verónika Mendoza,uL08aB2SbsA,""ya me harté de votar por derecha y centro derecha, siempre me decepcionan porque resulta que salen coimeando, robando y burlándose del respaldo del pueblo. Esta vez mi familia y yo ya nos hartamos de lo mismo y apoyaremos a Mendoza, eso de terruquear a medio mundo , ya aburre, es cuento de la decada pasada... Tu terruco, tu perro terruco, la pulga de tu perro terruco... Esta vez apoyaré a esta izquierda, asi como cuando en las ultimas elecciones apoyé al pescadito cansada de los congresistas de siempre y no me defraudaron los pescados. Esta vez voy por Vero."",2021-03-04T02:25:57Z"												
Verónika Mendoza,uL08aB2SbsA,nos vamos a la reverenda mrd si sale elegida esa tia..............lo firmo!,2021-03-04T02:18:32Z												
Verónika Mendoza,uL08aB2SbsA,UMMM NO PASA MADA NI LA KEIKO MUCHO MENOS,2021-03-04T02:15:02Z												
"Verónika Mendoza,uL08aB2SbsA,""Esta delincuente mentirlsa quiere que seamos como Venezuela. No al socialismo, no al comunismo."",2021-03-04T02:13:37Z"												
Verónika Mendoza,uL08aB2SbsA,YA LO QUENARON CON OLLANTA,2021-03-04T02:06:22Z												
"Verónika Mendoza,uL08aB2SbsA,""ESTA MUJER ES AMIGUITA DE NADINE, ELLA LE LLEVABA LAS AGENDAS, NO OLVIDES A LA HORA DE VOTAR"",2021-03-04T02:02:31Z"												
Verónika Mendoza,85RU4IAPERE,Tienen lógica las propuestas. No seamos tan cerrados.,2021-04-11T16:12:14Z												
Verónika Mendoza,85RU4IAPERE,Mónica Sra usted no le llega ni a los talones a la candidata de la izquierda progresista.,2021-04-11T13:56:48Z												
"Verónika Mendoza,85RU4IAPERE,""Se le tiene  q aplicar el 1%, a las cias q invierten  al comienzo  de inversion"",2021-04-10T21:11:32Z"												
"Verónika Mendoza,85RU4IAPERE,""Va a resucitar la economía, pero la del gobierno de Alan y aún peor. Veronika es la candidata ultra izquierdista chavista, no malgasten su voto en una corrupta que traerá Venezuela a Perú"",2021-04-10T19:54:46Z"												
"Verónika Mendoza,85RU4IAPERE,""Un partido de extrema izquierda queriendo """"resucitar la economía"""" "												
												
"Que tal floro me tengo que tragar? Ja."",2021-04-10T13:45:10Z"												
"Verónika Mendoza,85RU4IAPERE,""Llega los presidentes .para peruano de a pie  conseguir una chamba hasta te piden un máster y huevadas pero pan president tener 35 años . Y obviamente todos los q postulan son de fichas q uno diga salió de un estatal l le faltó plata pa pagar la pensión . No tenía para el pasaje pal micro mo es populismo esa es la realidad de peru "												
												
"Y fuera de wbadas deberían sacar una ley para q no postulen  tanto en ningún lugar del mundo hay más de 15 candidatos es un equipo de fultbol co. Suplentes"",2021-04-10T09:18:13Z"												
"Verónika Mendoza,85RU4IAPERE,""Veronika Mendoza,"",2021-04-10T02:02:04Z"												
"Verónika Mendoza,85RU4IAPERE,""Necesita reactivar la economía y su plan de gobierno sobrepasa ampliamente  el PBI,  según el estudio de videnza consultores, su plan y el de castillo son los dos más descabellados ??????????"												
"Los zurdos no saben nada de economía, piensen, después no quiero verlos vendiendo empanadas en Chile..."",2021-04-09T23:44:33Z"												
"Verónika Mendoza,85RU4IAPERE,""MI ANHELO HA LLEGADO ,DESPUES DE 200 AÑOS POR FIN TENEMOS UNA PRESIDENTA"	POR FIN LLEGO EL CAMBIO	"CORRUPTOS SU HORA HA LLEGADO"",2021-04-09T18:54:05Z"										
"Verónika Mendoza,85RU4IAPERE,""*VAMOS VERONIKA TAPALE LA BOCA A TODOS LOS QUE TE HACEN CONTRACAMPAÑA,A LOS QUE TE DESPRESTIJIAN TILDANDOTE DE ADJETIVOS "	SABEMOS QUE ESA GENTE DESEA QUE LA CORRUPCION SIGA	" LOS QUE SI TENEMOS MEMORIA DECIMOS"""""""" NUNCA MAS""""............VERONIKA PRESIDENTE DEL BICENTENENARIO!!!!*"",2021-04-09T18:51:36Z"										
"Verónika Mendoza,85RU4IAPERE,""¡¡¡¡¡¡¡¡INFORMATE PERUANO VERONIKA MENDOZA TIENE DE JEFA DE PLAN DE GOBIERNO A ANAHI DURAND QUIEN ES  DOCENTE DE  UNMDS AMIGA PERSONAL DE DIFEREMTE DIRIGENTES SINDICAES HA VIAJADO MUCHO POR TODO EL PAIS Y CONOCE NUESTRA REALIDADL,  DESPIERTA ESAS PERSONAS QUE DIFAMAN DEFIENDE A KEIKO O ALIAGA ES PORQUE DEFIENDE SUS COCHINOS INTERESES ,PONEN CANDIDATOS PARA HACER NEGOCIOS POR DEBAJO DE LA MESA, TANTO AÑOS DE CORRUPCION  Y LOS TROLES CREADO EL MIEDO  A LA GENTE YA DESPERTO""""  MARCA LAS TRES JP"",2021-04-09T16:28:49Z"												
"Verónika Mendoza,85RU4IAPERE,""?????? Por el impulso de la producción agrícola, proyectos de irrigación, caminos rurales, carreteras que conecten con los mercados, servicios de asistencia técnica y desarrollo empresarial a los agricultores. Verónika Presidenta ?????? ? Marca JP"",2021-04-08T21:22:56Z"												
"Verónika Mendoza,85RU4IAPERE,""la diferencia de una socialista que quiera hacer todo pero con la plata del estado para generar inflación, todo porque es una vaga que nunca creo empresa y vivió del estado, a diferencia de aliaga que propone que la inversión privada sea la que invierta, genere trabajo, y no se afecte a la estabilidad del país. la diferencia de una vaga que vivio del estado siempre, a uno que creo empresa desde abajo."",2021-04-08T19:53:31Z"												
"Verónika Mendoza,85RU4IAPERE,""como vas a reactivar la economía si va s ahuyentar a la inversión privada, que es la que da trabajo ala gente? luego vas a exprimir a las pequeñas empresas? luego quien queda? estatizar el bcr para que imprimas billetes y estar como con Alan García del 85 al 90? siempre los zurdos estúpidos llevando a la ruina a país que tocan."",2021-04-08T19:43:39Z"												
Verónika Mendoza,85RU4IAPERE,No se como pueden poner a Monika Delta esta detestable entrevistadora que se la pasa atropeyando a sus invitados constantemente más egocengrista y malcriada. Señores Latina hay tantas buenas moderadoras Mavila Huerta por ejemplo,2021-04-08T19:29:08Z												
Verónika Mendoza,85RU4IAPERE,VERONIKA PRESIDENTA EN PRIMERA VUELTA!!!!!,2021-04-08T18:17:17Z												
Verónika Mendoza,85RU4IAPERE,R A F A E L.   L O P E Z.  A L I A G A....!!!!,2021-04-08T16:40:30Z												
